Call Number,Incident Number,Call Type,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Final Priority,ALS Unit,Call Type Group,Unit Type,Analysis Neighborhoods
160982324,16038968,Alarms,04/07/2016 02:43:25 PM,04/07/2016 02:44:27 PM,04/07/2016 02:44:45 PM,04/07/2016 02:45:17 PM,04/07/2016 02:48:02 PM,,,Fire,04/07/2016 02:55:28 PM,FILLMORE ST/OFARRELL ST,San Francisco,94115.0,3,False,Alarm,TRUCK,39.0
160973990,16038646,Traffic Collision,04/06/2016 08:07:26 PM,04/06/2016 08:09:08 PM,04/06/2016 08:09:29 PM,04/06/2016 08:10:13 PM,04/06/2016 08:17:18 PM,04/06/2016 08:39:07 PM,04/06/2016 08:59:07 PM,Code 2 Transport,04/06/2016 09:28:51 PM,STEUART ST/MARKET ST,San Francisco,94105.0,3,False,Potentially Life-Threatening,PRIVATE,8.0
161003445,16039974,Medical Incident,04/09/2016 10:34:10 PM,04/09/2016 10:34:10 PM,04/09/2016 10:36:34 PM,04/09/2016 10:36:40 PM,04/09/2016 10:45:53 PM,04/09/2016 11:03:11 PM,04/09/2016 11:18:01 PM,Code 2 Transport,04/09/2016 11:50:31 PM,TURK ST/JONES ST,San Francisco,94102.0,2,True,Non Life-threatening,MEDIC,36.0
160951450,16037598,Medical Incident,04/04/2016 11:32:02 AM,04/04/2016 11:32:39 AM,04/04/2016 11:33:33 AM,04/04/2016 11:34:13 AM,04/04/2016 11:36:29 AM,04/04/2016 11:45:37 AM,04/04/2016 12:16:39 PM,Code 2 Transport,04/04/2016 12:37:42 PM,EDDY ST/LEAVENWORTH ST,San Francisco,94102.0,3,False,Potentially Life-Threatening,PRIVATE,36.0
161020478,16040425,Medical Incident,04/11/2016 06:32:25 AM,04/11/2016 06:32:25 AM,04/11/2016 06:32:54 AM,04/11/2016 06:33:48 AM,04/11/2016 06:35:20 AM,,,Code 2 Transport,04/11/2016 06:42:46 AM,DIVISADERO ST/HAYES ST,San Francisco,94117.0,3,False,Potentially Life-Threatening,ENGINE,9.0
160994089,16039541,Alarms,04/08/2016 11:41:24 PM,04/08/2016 11:43:13 PM,04/08/2016 11:43:26 PM,04/08/2016 11:45:03 PM,,,,Fire,04/08/2016 11:49:26 PM,17TH ST/DE HARO ST,San Francisco,94107.0,3,False,Alarm,CHIEF,4.0
161020671,16040446,Alarms,04/11/2016 07:50:15 AM,04/11/2016 07:52:07 AM,04/11/2016 07:52:20 AM,04/11/2016 07:54:36 AM,04/11/2016 07:55:51 AM,,,Fire,04/11/2016 07:59:21 AM,CALIFORNIA ST/DRUMM ST,San Francisco,94111.0,3,True,Alarm,ENGINE,8.0
160981823,16038909,Medical Incident,04/07/2016 12:28:41 PM,04/07/2016 12:31:10 PM,04/07/2016 12:32:59 PM,04/07/2016 12:35:27 PM,04/07/2016 12:38:29 PM,04/07/2016 12:59:46 PM,04/07/2016 01:19:18 PM,Code 2 Transport,04/07/2016 01:50:05 PM,BUENA VISTA TER/14TH ST,San Francisco,94117.0,2,False,Non Life-threatening,PRIVATE,5.0
161012453,16040253,Medical Incident,04/10/2016 04:51:17 PM,04/10/2016 04:51:54 PM,04/10/2016 04:52:47 PM,04/10/2016 04:54:24 PM,04/10/2016 04:56:05 PM,,,Code 2 Transport,04/10/2016 05:07:15 PM,GENEVA AVE/MADRID ST,San Francisco,94112.0,3,True,Potentially Life-Threatening,ENGINE,7.0
160942386,16037319,Alarms,04/03/2016 03:48:20 PM,04/03/2016 03:49:49 PM,04/03/2016 03:50:48 PM,04/03/2016 03:52:28 PM,04/03/2016 03:55:31 PM,,,Fire,04/03/2016 03:58:03 PM,06TH ST/MISSION ST,San Francisco,94103.0,3,False,Alarm,TRUCK,34.0
160952948,16037727,Medical Incident,04/04/2016 05:31:19 PM,04/04/2016 05:31:19 PM,04/04/2016 05:59:34 PM,04/04/2016 05:59:34 PM,04/04/2016 06:03:02 PM,,,Code 2 Transport,04/04/2016 06:10:50 PM,03RD ST/STILLMAN ST,San Francisco,94107.0,2,True,Non Life-threatening,RESCUE CAPTAIN,8.0
160924020,16036657,Elevator / Escalator Rescue,04/01/2016 11:44:15 PM,04/01/2016 11:45:11 PM,04/01/2016 11:46:21 PM,04/01/2016 11:49:08 PM,04/01/2016 11:51:28 PM,,,No Merit,04/01/2016 11:58:51 PM,BRANNAN ST/HARRIET ST,San Francisco,94103.0,3,False,Alarm,TRUCK,34.0
160990482,16039196,Alarms,04/08/2016 06:31:49 AM,04/08/2016 06:33:03 AM,04/08/2016 06:33:08 AM,04/08/2016 06:34:42 AM,04/08/2016 06:37:05 AM,,,Fire,04/08/2016 06:49:43 AM,SPEAR ST/HOWARD ST,San Francisco,94105.0,3,True,Alarm,ENGINE,8.0
160963612,16038167,Structure Fire / Smoke in Building,04/05/2016 08:07:02 PM,04/05/2016 08:07:14 PM,04/05/2016 08:07:39 PM,04/05/2016 08:09:05 PM,,,,Fire,04/05/2016 08:15:51 PM,BAKER ST/LOMBARD ST,San Francisco,94123.0,3,False,Alarm,RESCUE SQUAD,13.0
160933208,16037016,Medical Incident,04/02/2016 07:53:03 PM,04/02/2016 07:53:54 PM,04/02/2016 07:54:49 PM,04/02/2016 07:55:00 PM,04/02/2016 08:01:50 PM,04/02/2016 08:32:56 PM,04/02/2016 09:03:45 PM,Code 2 Transport,04/02/2016 09:28:11 PM,AVALON AVE/PARIS ST,San Francisco,94112.0,3,True,Potentially Life-Threatening,MEDIC,7.0
161000276,16039591,Medical Incident,04/09/2016 02:02:31 AM,04/09/2016 02:03:22 AM,04/09/2016 02:03:44 AM,04/09/2016 02:05:00 AM,04/09/2016 02:09:58 AM,,,Medical Examiner,04/09/2016 03:27:54 AM,FILLMORE ST/EDDY ST,San Francisco,94115.0,3,False,Potentially Life-Threatening,PRIVATE,39.0
161032712,16040976,Water Rescue,04/12/2016 04:18:56 PM,04/12/2016 04:18:56 PM,04/12/2016 04:19:44 PM,04/12/2016 04:25:50 PM,,,,Fire,04/12/2016 05:01:32 PM,MARINE DR/END,San Francisco,94129.0,3,False,Fire,SUPPORT,27.0
160972655,16038489,Other,04/06/2016 03:20:21 PM,04/06/2016 03:21:34 PM,04/06/2016 03:21:45 PM,04/06/2016 03:23:07 PM,04/06/2016 03:25:00 PM,,,Fire,04/06/2016 03:28:22 PM,HAYES ST/LAGUNA ST,San Francisco,94102.0,3,True,Alarm,ENGINE,9.0
161040374,16041153,Medical Incident,04/13/2016 04:26:45 AM,04/13/2016 04:27:59 AM,04/13/2016 04:28:14 AM,04/13/2016 04:29:27 AM,04/13/2016 04:33:46 AM,,,Patient Declined Transport,04/13/2016 04:41:44 AM,WELSH ST/05TH ST,San Francisco,94107.0,3,False,Potentially Life-Threatening,PRIVATE,34.0
161001516,16039749,Alarms,04/09/2016 12:24:03 PM,04/09/2016 12:25:38 PM,04/09/2016 12:25:53 PM,04/09/2016 12:27:23 PM,,,,Fire,04/09/2016 12:32:37 PM,06TH ST/MISSION ST,San Francisco,94103.0,3,False,Alarm,TRUCK,34.0
161010263,16040026,Medical Incident,04/10/2016 01:31:09 AM,04/10/2016 01:32:39 AM,04/10/2016 01:33:03 AM,04/10/2016 01:35:01 AM,04/10/2016 01:37:32 AM,,,No Merit,04/10/2016 01:38:46 AM,TRADER VIC ALY/POST ST,San Francisco,94109.0,2,True,Potentially Life-Threatening,ENGINE,21.0
160970177,16038255,Medical Incident,04/06/2016 01:43:18 AM,04/06/2016 01:44:04 AM,04/06/2016 01:45:30 AM,04/06/2016 01:45:45 AM,04/06/2016 01:50:27 AM,04/06/2016 02:01:02 AM,04/06/2016 02:32:45 AM,Code 2 Transport,04/06/2016 03:10:24 AM,BROADWAY/DAVIS ST,San Francisco,94111.0,3,True,Potentially Life-Threatening,MEDIC,8.0
160980331,16038760,Medical Incident,04/07/2016 03:05:36 AM,04/07/2016 03:05:36 AM,04/07/2016 03:05:46 AM,04/07/2016 03:05:58 AM,04/07/2016 03:09:10 AM,04/07/2016 03:24:45 AM,04/07/2016 04:06:37 AM,Code 2 Transport,04/07/2016 04:32:27 AM,EDDY ST/JONES ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,MEDIC,36.0
160973236,16038556,Alarms,04/06/2016 05:17:58 PM,04/06/2016 05:19:53 PM,04/06/2016 05:20:25 PM,04/06/2016 05:21:41 PM,04/06/2016 05:23:54 PM,,,Fire,04/06/2016 05:24:12 PM,VALLEY ST/CHURCH ST,San Francisco,94131.0,3,False,Alarm,TRUCK,22.0
161042490,16041338,Medical Incident,04/13/2016 03:36:40 PM,04/13/2016 03:38:51 PM,04/13/2016 03:40:20 PM,04/13/2016 03:40:20 PM,04/13/2016 03:48:18 PM,04/13/2016 04:01:26 PM,04/13/2016 04:15:22 PM,Code 2 Transport,04/13/2016 04:30:34 PM,ELLIS ST/LEAVENWORTH ST,San Francisco,94109.0,2,True,Non Life-threatening,MEDIC,36.0
160931347,16036817,Structure Fire / Smoke in Building,04/02/2016 11:15:40 AM,04/02/2016 11:15:40 AM,04/02/2016 11:15:45 AM,04/02/2016 11:15:58 AM,,,,Fire,04/02/2016 11:19:46 AM,SPRUCE ST/SACRAMENTO ST,San Francisco,94118.0,3,False,Alarm,TRUCK,31.0
161031175,16040859,Medical Incident,04/12/2016 10:12:10 AM,04/12/2016 10:13:41 AM,04/12/2016 10:13:58 AM,04/12/2016 10:14:14 AM,04/12/2016 10:18:14 AM,,,Code 2 Transport,04/12/2016 10:19:40 AM,TAYLOR ST/06TH ST/GOLDEN GATE AVE/MARKET ST,San Francisco,94103.0,3,True,Potentially Life-Threatening,ENGINE,34.0
160933513,16037052,Medical Incident,04/02/2016 09:34:27 PM,04/02/2016 09:34:53 PM,04/02/2016 09:35:07 PM,04/02/2016 09:36:35 PM,04/02/2016 09:37:43 PM,,,SFPD,04/02/2016 09:38:49 PM,HOLLADAY AVE/PERALTA AVE,San Francisco,94110.0,3,True,Potentially Life-Threatening,ENGINE,2.0
161000688,16039647,Medical Incident,04/09/2016 07:05:52 AM,04/09/2016 07:07:45 AM,04/09/2016 07:08:30 AM,04/09/2016 07:08:44 AM,04/09/2016 07:15:23 AM,04/09/2016 07:32:21 AM,04/09/2016 07:40:40 AM,Code 2 Transport,04/09/2016 08:07:58 AM,EDDY ST/SCOTT ST,San Francisco,94115.0,2,True,Potentially Life-Threatening,MEDIC,39.0
161030036,16040751,Medical Incident,04/12/2016 12:17:23 AM,04/12/2016 12:18:17 AM,04/12/2016 12:18:52 AM,04/12/2016 12:19:05 AM,04/12/2016 12:23:23 AM,04/12/2016 12:39:39 AM,04/12/2016 12:54:22 AM,Code 3 Transport,04/12/2016 01:53:13 AM,EUGENIA AVE/MISSION ST,San Francisco,94110.0,3,True,Potentially Life-Threatening,MEDIC,2.0
160964073,16038211,Medical Incident,04/05/2016 10:37:38 PM,04/05/2016 10:43:45 PM,04/05/2016 10:44:00 PM,04/05/2016 10:44:39 PM,04/05/2016 10:56:23 PM,04/05/2016 11:12:10 PM,04/05/2016 11:35:39 PM,Code 2 Transport,04/05/2016 11:51:22 PM,HYDE ST/TURK ST,San Francisco,94102.0,2,True,Potentially Life-Threatening,MEDIC,36.0
160973601,16038609,Medical Incident,04/06/2016 06:35:36 PM,04/06/2016 06:37:02 PM,04/06/2016 07:06:52 PM,04/06/2016 07:06:58 PM,04/06/2016 07:20:03 PM,04/06/2016 07:29:29 PM,04/06/2016 07:35:35 PM,Code 2 Transport,04/06/2016 07:49:07 PM,VAN NESS AVE/FELL ST,San Francisco,94102.0,2,True,Non Life-threatening,MEDIC,9.0
160992510,16039385,Medical Incident,04/08/2016 04:21:48 PM,04/08/2016 04:22:38 PM,04/08/2016 04:24:48 PM,04/08/2016 04:24:48 PM,04/08/2016 04:27:05 PM,,,Code 2 Transport,04/08/2016 04:46:41 PM,SACRAMENTO ST/GRANT AVE,San Francisco,94108.0,2,True,Potentially Life-Threatening,ENGINE,6.0
160974068,16038653,Outside Fire,04/06/2016 08:29:45 PM,04/06/2016 08:30:51 PM,04/06/2016 08:32:10 PM,04/06/2016 08:33:08 PM,,,,Fire,04/06/2016 08:37:12 PM,CENTRAL AVE/BUENA VISTA AVE,San Francisco,94117.0,3,False,Fire,TRUCK,3.0
161020906,16040461,Medical Incident,04/11/2016 08:59:32 AM,04/11/2016 08:59:53 AM,04/11/2016 09:00:14 AM,04/11/2016 09:00:29 AM,04/11/2016 09:06:13 AM,,,Medical Examiner,04/11/2016 09:58:56 AM,POLK ST/EDDY ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,MEDIC,36.0
160990552,16039201,Medical Incident,04/08/2016 07:06:22 AM,04/08/2016 07:09:28 AM,04/08/2016 07:10:01 AM,04/08/2016 07:10:01 AM,,,,Cancelled,04/08/2016 07:14:03 AM,SOUTH VAN NESS AVE/ADAIR ST,San Francisco,94103.0,2,False,Potentially Life-Threatening,PRIVATE,20.0
160951644,16037614,Medical Incident,04/04/2016 12:14:33 PM,04/04/2016 12:17:12 PM,04/04/2016 12:18:21 PM,04/04/2016 12:23:17 PM,04/04/2016 12:27:12 PM,,,Cancelled,04/04/2016 12:31:16 PM,GOLDEN GATE AVE/LEAVENWORTH ST,San Francisco,94102.0,2,True,Non Life-threatening,ENGINE,36.0
160981905,16038919,Medical Incident,04/07/2016 12:49:17 PM,04/07/2016 12:51:52 PM,04/07/2016 12:52:19 PM,04/07/2016 12:53:07 PM,04/07/2016 01:05:26 PM,04/07/2016 01:20:51 PM,04/07/2016 02:01:42 PM,Code 2 Transport,04/07/2016 02:29:12 PM,VICENTE ST/FOREST SIDE AVE,San Francisco,94127.0,2,True,Non Life-threatening,MEDIC,41.0
160952472,16037682,Alarms,04/04/2016 03:28:43 PM,04/04/2016 03:29:45 PM,04/04/2016 03:30:52 PM,04/04/2016 03:32:34 PM,04/04/2016 03:35:57 PM,,,Fire,04/04/2016 03:45:52 PM,04TH ST/ELLIS ST/MARKET ST/STOCKTON ST,San Francisco,94103.0,3,False,Alarm,CHIEF,8.0
161002621,16039875,Alarms,04/09/2016 06:18:02 PM,04/09/2016 06:19:56 PM,04/09/2016 06:20:03 PM,04/09/2016 06:21:20 PM,04/09/2016 06:23:03 PM,,,Fire,04/09/2016 06:37:53 PM,TOWNSEND ST/CLARENCE PL,San Francisco,94107.0,3,False,Alarm,CHIEF,8.0
160943754,16037463,Medical Incident,04/03/2016 11:25:22 PM,04/03/2016 11:25:54 PM,04/03/2016 11:26:13 PM,04/03/2016 11:26:22 PM,04/03/2016 11:30:53 PM,,,Patient Declined Transport,04/04/2016 12:25:34 AM,03RD ST/STILLMAN ST,San Francisco,94107.0,3,True,Potentially Life-Threatening,MEDIC,8.0
160933279,16037026,Traffic Collision,04/02/2016 08:08:03 PM,04/02/2016 08:09:56 PM,04/02/2016 08:10:10 PM,04/02/2016 08:10:24 PM,,,,Unable to Locate,04/02/2016 08:15:31 PM,BAY ST/MASON ST,San Francisco,94133.0,3,True,Potentially Life-Threatening,MEDIC,23.0
160930906,16036765,Medical Incident,04/02/2016 08:58:05 AM,04/02/2016 08:58:51 AM,04/02/2016 08:59:31 AM,04/02/2016 09:00:00 AM,04/02/2016 09:08:16 AM,04/02/2016 09:22:03 AM,04/02/2016 09:35:23 AM,Code 2 Transport,04/02/2016 09:51:04 AM,43RD AVE/ORTEGA ST,San Francisco,94116.0,3,True,Potentially Life-Threatening,MEDIC,35.0
160971468,16038372,Medical Incident,04/06/2016 10:58:47 AM,04/06/2016 10:59:34 AM,04/06/2016 11:00:27 AM,,,,,Code 2 Transport,04/06/2016 11:01:12 AM,VAN NESS AVE/OAK ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,ENGINE,36.0
160990346,16039182,Medical Incident,04/08/2016 04:09:12 AM,04/08/2016 04:11:49 AM,04/08/2016 04:12:00 AM,04/08/2016 04:14:10 AM,04/08/2016 04:18:22 AM,,,Code 2 Transport,04/08/2016 04:31:25 AM,WALLER ST/PIERCE ST,San Francisco,94117.0,2,True,Potentially Life-Threatening,ENGINE,3.0
160942602,16037344,Medical Incident,04/03/2016 04:55:17 PM,04/03/2016 04:55:17 PM,04/03/2016 04:56:26 PM,04/03/2016 04:56:32 PM,04/03/2016 04:58:44 PM,04/03/2016 05:07:09 PM,04/03/2016 05:19:33 PM,Code 2 Transport,04/03/2016 05:51:59 PM,NAPOLEON ST/JERROLD AVE,San Francisco,94124.0,3,True,Potentially Life-Threatening,MEDIC,1.0
161023987,16040727,Medical Incident,04/11/2016 10:35:44 PM,04/11/2016 10:35:44 PM,04/11/2016 10:36:09 PM,04/11/2016 10:37:03 PM,04/11/2016 10:38:32 PM,,,Code 2 Transport,04/11/2016 10:54:47 PM,FILLMORE ST/TURK ST,San Francisco,94115.0,3,True,Potentially Life-Threatening,ENGINE,39.0
160961587,16037988,Medical Incident,04/05/2016 12:03:32 PM,04/05/2016 12:03:32 PM,04/05/2016 12:04:24 PM,04/05/2016 12:04:33 PM,,,,SFPD,04/05/2016 12:13:55 PM,ELLIS ST/MASON ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,MEDIC,36.0
160942958,16037376,Medical Incident,04/03/2016 06:38:08 PM,04/03/2016 06:39:29 PM,04/03/2016 06:39:41 PM,04/03/2016 06:40:22 PM,04/03/2016 06:44:08 PM,,,Unable to Locate,04/03/2016 06:52:25 PM,POLK ST/SACRAMENTO ST,San Francisco,94109.0,3,False,Potentially Life-Threatening,PRIVATE,21.0
160970390,16038275,Medical Incident,04/06/2016 04:59:05 AM,04/06/2016 05:02:21 AM,04/06/2016 05:04:36 AM,04/06/2016 05:04:36 AM,04/06/2016 05:11:57 AM,,,Unable to Locate,04/06/2016 05:23:29 AM,11TH ST/MINNA ST,San Francisco,94103.0,2,True,Non Life-threatening,MEDIC,34.0
32440379,3069929,Medical Incident,09/01/2003 09:56:14 PM,09/01/2003 09:56:53 PM,09/01/2003 09:57:08 PM,09/01/2003 09:58:39 PM,,,,Other,09/01/2003 10:22:52 PM,SANTA ROSA AVE/CAYUGA AVE,SF,94112.0,3,True,,ENGINE,28.0
161031932,16040921,Medical Incident,04/12/2016 01:25:30 PM,04/12/2016 01:25:52 PM,04/12/2016 01:26:12 PM,04/12/2016 01:26:27 PM,04/12/2016 01:30:51 PM,,,Code 2 Transport,04/12/2016 01:31:19 PM,EDDY ST/JONES ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,ENGINE,36.0
161010034,16040001,Medical Incident,04/10/2016 12:08:32 AM,04/10/2016 12:10:52 AM,04/10/2016 12:11:03 AM,04/10/2016 12:12:30 AM,04/10/2016 12:14:30 AM,,,Other,04/10/2016 12:18:48 AM,POWERS AVE/MISSION ST,San Francisco,94110.0,3,True,Potentially Life-Threatening,ENGINE,2.0
160951577,16037608,Structure Fire / Smoke in Building,04/04/2016 11:54:28 AM,04/04/2016 12:02:17 PM,04/04/2016 12:03:07 PM,04/04/2016 12:03:35 PM,04/04/2016 12:05:19 PM,,,Fire,04/04/2016 12:15:48 PM,OAK ST/DIVISADERO ST,San Francisco,94117.0,3,False,Alarm,ENGINE,3.0
161020157,16040382,Medical Incident,04/11/2016 01:32:43 AM,04/11/2016 01:33:28 AM,04/11/2016 01:33:58 AM,04/11/2016 01:34:38 AM,04/11/2016 01:38:22 AM,,,No Merit,04/11/2016 01:51:59 AM,25TH AVE/BALBOA ST,San Francisco,94121.0,2,False,Potentially Life-Threatening,PRIVATE,29.0
160993402,16039454,Gas Leak (Natural and LP Gases),04/08/2016 08:08:01 PM,04/08/2016 08:11:02 PM,04/08/2016 08:11:11 PM,04/08/2016 08:12:26 PM,04/08/2016 08:16:06 PM,,,Fire,04/08/2016 08:31:27 PM,KIRKWOOD AVE/DORMITORY RD/KISKA RD,San Francisco,94124.0,3,True,Alarm,ENGINE,1.0
160962559,16038076,Traffic Collision,04/05/2016 03:54:23 PM,04/05/2016 03:54:23 PM,04/05/2016 03:54:41 PM,04/05/2016 03:56:10 PM,04/05/2016 04:00:47 PM,,,No Merit,04/05/2016 04:03:13 PM,MISSION ST/07TH ST,San Francisco,94103.0,2,False,Non Life-threatening,ENGINE,34.0
160941833,16037262,Vehicle Fire,04/03/2016 01:05:39 PM,04/03/2016 01:08:27 PM,04/03/2016 01:09:40 PM,04/03/2016 01:10:20 PM,04/03/2016 01:15:46 PM,,,Fire,04/03/2016 01:17:56 PM,BEACH ST/JONES ST,San Francisco,94133.0,3,False,Fire,CHIEF,23.0
160933642,16037061,Medical Incident,04/02/2016 10:05:28 PM,04/02/2016 10:06:44 PM,04/02/2016 10:06:57 PM,04/02/2016 10:08:02 PM,,,,Code 2 Transport,04/02/2016 10:15:08 PM,MASON ST/DERBY ST,San Francisco,94102.0,2,True,Potentially Life-Threatening,ENGINE,36.0
160960772,16037920,Medical Incident,04/05/2016 08:38:25 AM,04/05/2016 08:38:25 AM,04/05/2016 08:39:46 AM,04/05/2016 08:39:56 AM,04/05/2016 08:45:59 AM,04/05/2016 08:59:17 AM,04/05/2016 09:28:39 AM,Code 2 Transport,04/05/2016 10:12:25 AM,REVERE AVE/BRIDGEVIEW DR/NEWHALL ST,San Francisco,94124.0,2,True,Non Life-threatening,MEDIC,1.0
161002745,16039890,Medical Incident,04/09/2016 07:00:47 PM,04/09/2016 07:00:47 PM,04/09/2016 07:01:20 PM,04/09/2016 07:02:11 PM,04/09/2016 07:04:25 PM,,,Code 2 Transport,04/09/2016 07:11:31 PM,DAKOTA ST/23RD ST,San Francisco,94107.0,3,False,Potentially Life-Threatening,ENGINE,26.0
160981874,16038917,Medical Incident,04/07/2016 12:44:59 PM,04/07/2016 12:44:59 PM,04/07/2016 12:47:27 PM,04/07/2016 12:47:49 PM,,,,SFPD,04/07/2016 01:01:16 PM,TERRY A FRANCOIS BLVD/MISSION ROCK ST,San Francisco,94158.0,2,False,Non Life-threatening,PRIVATE,4.0
160972740,16038497,Medical Incident,04/06/2016 03:36:14 PM,04/06/2016 03:37:56 PM,04/06/2016 03:40:00 PM,04/06/2016 03:40:06 PM,04/06/2016 03:44:05 PM,04/06/2016 03:48:03 PM,04/06/2016 04:30:00 PM,Code 2 Transport,04/06/2016 04:36:52 PM,HUGO ST/07TH AVE,San Francisco,94122.0,2,True,Non Life-threatening,MEDIC,14.0
160931136,16036787,Medical Incident,04/02/2016 10:06:06 AM,04/02/2016 10:07:32 AM,04/02/2016 10:07:52 AM,04/02/2016 10:09:04 AM,04/02/2016 10:11:48 AM,,,Code 2 Transport,04/02/2016 10:55:19 AM,AVENUE B/HALIBUT CT,Treasure Isla,94130.0,3,True,Potentially Life-Threatening,ENGINE,37.0
160931801,16036866,Alarms,04/02/2016 01:21:51 PM,04/02/2016 01:22:56 PM,04/02/2016 01:23:50 PM,,,,,Fire,04/02/2016 01:30:25 PM,THE EMBARCADERO/BEACH ST/GRANT AVE,San Francisco,94133.0,3,False,Alarm,CHIEF,23.0
161000406,16039608,Traffic Collision,04/09/2016 03:05:46 AM,04/09/2016 03:07:04 AM,04/09/2016 03:08:25 AM,04/09/2016 03:10:13 AM,04/09/2016 03:12:08 AM,,,Code 2 Transport,04/09/2016 03:31:38 AM,ULLOA ST/14TH AVE,San Francisco,94127.0,3,False,Potentially Life-Threatening,ENGINE,41.0
160962872,16038103,Medical Incident,04/05/2016 05:05:21 PM,04/05/2016 05:06:16 PM,04/05/2016 05:06:40 PM,04/05/2016 05:06:49 PM,04/05/2016 05:06:49 PM,,,Code 2 Transport,04/05/2016 05:20:22 PM,08TH ST/MISSION ST,San Francisco,94103.0,2,True,Non Life-threatening,ENGINE,34.0
161000826,16039667,Medical Incident,04/09/2016 08:24:37 AM,04/09/2016 08:24:37 AM,04/09/2016 08:25:42 AM,04/09/2016 08:26:19 AM,,,,Unable to Locate,04/09/2016 08:34:13 AM,WALLER ST/LAGUNA ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,MEDIC,9.0
161020948,16040467,Medical Incident,04/11/2016 09:06:39 AM,04/11/2016 09:08:52 AM,04/11/2016 09:08:59 AM,04/11/2016 09:09:07 AM,04/11/2016 09:19:41 AM,04/11/2016 09:35:11 AM,04/11/2016 09:57:25 AM,Code 2 Transport,04/11/2016 10:32:22 AM,ATHENS ST/NAPLES ST,San Francisco,94112.0,2,True,Non Life-threatening,MEDIC,7.0
160972529,16038474,Medical Incident,04/06/2016 02:51:26 PM,04/06/2016 02:53:57 PM,04/06/2016 02:54:46 PM,04/06/2016 02:57:17 PM,,,,Code 2 Transport,04/06/2016 03:00:18 PM,GOLDEN GATE AVE/LEAVENWORTH ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,ENGINE,36.0
160981157,16038839,Medical Incident,04/07/2016 09:37:08 AM,04/07/2016 09:37:08 AM,04/07/2016 09:37:30 AM,04/07/2016 09:38:03 AM,04/07/2016 09:52:54 AM,04/07/2016 10:08:07 AM,04/07/2016 10:35:11 AM,Code 2 Transport,04/07/2016 12:07:16 PM,VINTON CT/GRANT AVE,San Francisco,94108.0,3,True,Potentially Life-Threatening,MEDIC,8.0
160963374,16038144,Medical Incident,04/05/2016 06:54:00 PM,04/05/2016 06:54:00 PM,04/05/2016 06:54:33 PM,04/05/2016 06:55:48 PM,04/05/2016 07:00:58 PM,,,No Merit,04/05/2016 07:06:08 PM,STEUART ST/MARKET ST,San Francisco,94105.0,2,False,Non Life-threatening,ENGINE,8.0
161032852,16040983,Medical Incident,04/12/2016 04:43:41 PM,04/12/2016 04:44:16 PM,04/12/2016 04:44:35 PM,04/12/2016 04:45:42 PM,04/12/2016 04:48:33 PM,,,Code 2 Transport,04/12/2016 04:57:10 PM,SLOAT BLVD/ARDENWOOD WAY,San Francisco,94132.0,3,True,Potentially Life-Threatening,ENGINE,41.0
161002089,16039814,Water Rescue,04/09/2016 03:39:48 PM,04/09/2016 03:40:46 PM,04/09/2016 03:41:09 PM,04/09/2016 03:43:15 PM,04/09/2016 03:45:48 PM,,,Medical Examiner,04/09/2016 05:32:39 PM,MARINE DR/END,San Francisco,94129.0,3,False,Fire,TRUCK,27.0
160941009,16037202,Gas Leak (Natural and LP Gases),04/03/2016 08:53:26 AM,04/03/2016 08:55:18 AM,04/03/2016 08:56:02 AM,04/03/2016 08:59:05 AM,04/03/2016 09:00:11 AM,,,Fire,04/03/2016 09:09:41 AM,REBECCA LN/KEITH ST,San Francisco,94124.0,3,False,Alarm,ENGINE,1.0
160952272,16037661,Medical Incident,04/04/2016 02:44:26 PM,04/04/2016 02:45:05 PM,04/04/2016 02:45:33 PM,04/04/2016 02:45:46 PM,04/04/2016 02:48:16 PM,04/04/2016 03:07:38 PM,04/04/2016 03:20:40 PM,Code 2 Transport,04/04/2016 03:53:04 PM,FULTON ST/FILLMORE ST,San Francisco,94117.0,3,True,Potentially Life-Threatening,MEDIC,9.0
161001150,16039703,Medical Incident,04/09/2016 10:24:10 AM,04/09/2016 10:25:46 AM,04/09/2016 10:40:57 AM,04/09/2016 10:40:57 AM,04/09/2016 10:43:42 AM,04/09/2016 10:51:44 AM,04/09/2016 11:08:00 AM,Code 2 Transport,04/09/2016 11:48:59 AM,GOLDEN GATE AVE/LEAVENWORTH ST,San Francisco,94102.0,2,False,Non Life-threatening,PRIVATE,36.0
161002302,16039841,Medical Incident,04/09/2016 04:47:02 PM,04/09/2016 04:47:14 PM,04/09/2016 04:48:30 PM,04/09/2016 04:50:27 PM,04/09/2016 04:51:14 PM,,,Code 2 Transport,04/09/2016 05:02:03 PM,CEDAR ST/LARKIN ST,San Francisco,94109.0,2,True,Potentially Life-Threatening,ENGINE,36.0
